first,second
a_Anthony Hopkins,a_Peter O'Toole
a_Anthony Hopkins,a_Tessa Mitchell
a_Anthony Michael Hall,a_Dianne Wiest
a_Anthony Michael Hall,a_Johnny Depp
a_Anthony Michael Hall,a_Winona Ryder
a_Anthony Perkins,a_Janet Leigh
a_Anthony Perkins,a_John Gavin
a_Anthony Perkins,a_Vera Miles
a_Anthony Quinn,a_Giulietta Masina
a_Anthony Quinn,a_Irene Papas
a_Anthony Quinn,a_Jack Hawkins
a_Anthony Quinn,a_Johnny Sekka
a_Anthony Quinn,a_Michael Ansara
a_Anthony Quinn,a_Peter O'Toole
a_Anthony Quinn,a_Richard Basehart
a_Antoine Olivier Pilon,a_Patrick Huard
a_Antoine Olivier Pilon,a_Suzanne Clément
a_Anton Walbrook,a_Emeric Pressburger
a_Anton Walbrook,a_Marius Goring
a_Anton Walbrook,a_Moira Shearer
a_Antonella Attili,a_Enzo Cannavale
a_Antonella Attili,a_Isa Danieli
a_Antonella Attili,a_Philippe Noiret
a_Antonia San Juan,a_Candela Peña
a_Antonia San Juan,a_Cecilia Roth
a_Antonia San Juan,a_Marisa Paredes
a_Antonio Banderas,a_Elena Anaya
a_Antonio Banderas,a_Jan Cornet
a_Antonio Banderas,a_Marisa Paredes
a_Antonio Resines,a_Luis Tosar
a_Antonio Resines,a_Manuel Morón
a_Anupam Kher,a_Disha Patani
a_Anupam Kher,a_Jimmy Sheirgill
a_Anupam Kher,a_Kiara Advani
a_Anupam Kher,a_Manoj Bajpayee
a_Anupam Kher,a_Naseeruddin Shah
a_Anupam Kher,a_Sushant Singh Rajput
a_Anushka Sharma,a_Boman Irani
a_Anushka Sharma,a_Sanjay Dutt
a_Anushka Shetty,a_Prabhas
a_Anushka Shetty,a_Rana Daggubati
a_Anushka Shetty,a_Tamannaah Bhatia
a_Aoi Miyazaki,a_Haru Kuroki
a_Aoi Miyazaki,a_Takao Osawa
a_Aoi Miyazaki,a_Yukito Nishii
a_Aoi Yûki,a_Kenshô Ono
a_Aoi Yûki,a_Miyu Irino
a_Aoi Yûki,a_Mone Kamishiraishi
a_Aoi Yûki,a_Ryûnosuke Kamiki
a_Aoi Yûki,a_Ryô Narita
a_Aoi Yûki,a_Saori Hayami
a_Aparna Balamurali,a_Madhavan
a_Aparna Balamurali,a_Paresh Rawal
a_Aparna Balamurali,a_Suriya
a_Aras Bulut Iynemli,a_Celile Toyon Uysal
a_Aras Bulut Iynemli,a_Deniz Baysal
a_Aras Bulut Iynemli,a_Nisa Sofiya Aksongur
a_Archana Jois,a_Ramachandra Raju
a_Archana Jois,a_Srinidhi Shetty
a_Archana Jois,a_Yash
a_Ariadna Gil,a_Ivana Baquero
a_Ariadna Gil,a_Maribel Verdú
a_Ariadna Gil,a_Sergi López
a_Ariane Labed,a_Ethan Hawke
a_Ariane Labed,a_Julie Delpy
a_Ariane Labed,a_Seamus Davey-Fitzpatrick
a_Arifin Putra,a_Iko Uwais
a_Arifin Putra,a_Oka Antara
a_Arifin Putra,a_Yayan Ruhian
a_Armando Brancia,a_Bruno Zanin
a_Armando Brancia,a_Magali Noël
a_Armando Brancia,a_Pupella Maggio
a_Armie Hammer,a_Michael Stuhlbarg
a_Armie Hammer,a_Timothée Chalamet
a_Armin Mueller-Stahl,a_Geoffrey Rush
a_Armin Mueller-Stahl,a_Josef Altin
a_Armin Mueller-Stahl,a_Justin Braine
a_Armin Mueller-Stahl,a_Naomi Watts
a_Armin Mueller-Stahl,a_Sonia Todd
a_Armin Mueller-Stahl,a_Viggo Mortensen
a_Arno Frisch,a_Frank Giering
a_Arno Frisch,a_Susanne Lothar
a_Arno Frisch,a_Ulrich Mühe
a_Arnold Lucy,a_John Wray
a_Arnold Lucy,a_Lew Ayres
a_Arnold Lucy,a_Louis Wolheim
a_Arnold Schwarzenegger,a_Carl Weathers
a_Arnold Schwarzenegger,a_Edward Furlong
a_Arnold Schwarzenegger,a_Elpidia Carrillo
a_Arnold Schwarzenegger,a_Kevin Peter Hall
a_Arnold Schwarzenegger,a_Linda Hamilton
a_Arnold Schwarzenegger,a_Michael Biehn
a_Arnold Schwarzenegger,a_Paul Winfield
a_Arnold Schwarzenegger,a_Robert Patrick
a_Arshad Warsi,a_Boman Irani
a_Arshad Warsi,a_Gracy Singh
a_Arshad Warsi,a_Sanjay Dutt
a_Arshad Warsi,a_Sunil Dutt
a_Arshad Warsi,a_Vidya Balan
a_Art LaFleur,a_Mike Vitar
a_Art LaFleur,a_Patrick Renna
a_Art LaFleur,a_Tom Guiry
a_Art Malik,a_Farhan Akhtar
a_Art Malik,a_Pawan Malhotra
a_Art Malik,a_Sonam Kapoor
a_Art Parkinson,a_Charlize Theron
a_Art Parkinson,a_Matthew McConaughey
a_Art Parkinson,a_Ralph Fiennes
a_Arthur O'Connell,a_Ben Gazzara
a_Arthur O'Connell,a_James Stewart
a_Arthur O'Connell,a_Lee Remick
a_Arthur Rosson,a_Joanne Dru
a_Arthur Rosson,a_John Wayne
a_Arthur Rosson,a_Montgomery Clift
a_Artyom Bogucharskiy,a_Lyubov Agapova
a_Artyom Bogucharskiy,a_Oksana Akinshina
a_Artyom Bogucharskiy,a_Pavel Ponomaryov
a_Asa Butterfield,a_David Thewlis
a_Asa Butterfield,a_Rupert Friend
a_Asa Butterfield,a_Zac Mattoon O'Brien
a_Asaka Seto,a_Ken'ichi Matsuyama
a_Asaka Seto,a_Tatsuya Fujiwara
a_Asaka Seto,a_Yû Kashii
a_Ash Brannon,a_Lee Unkrich
a_Ash Brannon,a_Tim Allen
a_Ash Brannon,a_Tom Hanks
a_Asha Sharath,a_Meena
a_Asha Sharath,a_Mohanlal
a_Ashton Kutcher,a_J. Mackye Gruber
a_Ashton Kutcher,a_Melora Walters
a_Atsuko Tanaka,a_Iemasa Kayumi
a_Atsuko Tanaka,a_Kôichi Yamadera
a_Audrey Hepburn,a_Buddy Ebsen
a_Audrey Hepburn,a_Cary Grant
a_Audrey Hepburn,a_Eddie Albert
a_Audrey Hepburn,a_Efrem Zimbalist Jr.
a_Audrey Hepburn,a_George Peppard
a_Audrey Hepburn,a_Gregory Peck
a_Audrey Hepburn,a_Hartley Power
a_Audrey Hepburn,a_Humphrey Bogart
a_Audrey Hepburn,a_James Coburn
a_Audrey Hepburn,a_Patricia Neal
a_Audrey Hepburn,a_Rex Harrison
a_Audrey Hepburn,a_Richard Crenna
a_Audrey Hepburn,a_Stanley Holloway
a_Audrey Hepburn,a_Walter Hampden
a_Audrey Hepburn,a_Walter Matthau
a_Audrey Hepburn,a_Wilfrid Hyde-White
a_Audrey Hepburn,a_William Holden
a_Audrey Tautou,a_Dominique Pinon
a_Audrey Tautou,a_Gaspard Ulliel
a_Audrey Tautou,a_Jodie Foster
a_Audrey Tautou,a_Lorella Cravotta
a_Audrey Tautou,a_Mathieu Kassovitz
a_Audrey Tautou,a_Rufus
a_Auli'i Cravalho,a_Chris Williams
a_Auli'i Cravalho,a_Don Hall
a_Auli'i Cravalho,a_John Musker
a_Aura Garrido,a_Belén Rueda
a_Aura Garrido,a_Hugo Silva
a_Aura Garrido,a_Jose Coronado
a_Aurore Clément,a_Dean Stockwell
a_Aurore Clément,a_Harry Dean Stanton
a_Aurore Clément,a_Nastassja Kinski
a_Aurélien Recoing,a_Léa Seydoux
a_Aurélien Recoing,a_Salim Kechiouche
a_Aya Okamoto,a_Shôgo Furuya
a_Aya Okamoto,a_Tôru Emori
a_Aya Okamoto,a_Yoshiaki Umegaki
a_Ayami Kakiuchi,a_Mitsutaka Itakura
a_Ayami Kakiuchi,a_Riisa Naka
a_Ayami Kakiuchi,a_Takuya Ishida
a_Ayano Shiraishi,a_Tsutomu Tatsumi
a_Ayano Shiraishi,a_Yoshiko Shinohara
a_Ayberk Pekcan,a_Demet Akbag
a_Ayberk Pekcan,a_Haluk Bilginer
a_Ayberk Pekcan,a_Melisa Sözen
a_Ayesha Kapoor,a_Rani Mukerji
a_Ayesha Kapoor,a_Shernaz Patel
a_Ayushmann Khurrana,a_Dolly Ahluwalia
a_Ayushmann Khurrana,a_Gajraj Rao
a_Ayushmann Khurrana,a_Neena Gupta
a_Ayushmann Khurrana,a_Radhika Apte
a_Ayushmann Khurrana,a_Sanya Malhotra
a_Ayushmann Khurrana,a_Tabu
a_Ayushmann Khurrana,a_Yami Gautam
a_Azhy Robertson,a_Julia Greer
a_Azhy Robertson,a_Scarlett Johansson
a_BD Wong,a_Barry Cook
a_BD Wong,a_Eddie Murphy
a_BD Wong,a_Ming-Na Wen
a_Babak Karimi,a_Mina Sadati
a_Babak Karimi,a_Shahab Hosseini
a_Babak Karimi,a_Taraneh Alidoosti
a_Bae Doona,a_Ji-Eun Lim
a_Bae Doona,a_Kang-ho Song
a_Bae Doona,a_Shin Ha-kyun
a_Bahar Pars,a_Filip Berg
a_Bahar Pars,a_Ida Engvoll
a_Bahar Pars,a_Rolf Lassgård
a_Bahare Seddiqi,a_Mohammad Amir Naji
a_Bahare Seddiqi,a_Nafise Jafar-Mohammadi
a_Bajram Severdzan,a_Branka Katic
a_Bajram Severdzan,a_Florijan Ajdini
a_Bajram Severdzan,a_Srdjan 'Zika' Todorovic
a_Baki Davrak,a_Nurgül Yesilçay
a_Baki Davrak,a_Nursel Köse
a_Baki Davrak,a_Tuncel Kurtiz
a_Barbara Bel Geddes,a_James Stewart
a_Barbara Bel Geddes,a_Kim Novak
a_Barbara Bel Geddes,a_Tom Helmore
a_Barbara Hershey,a_Dianne Wiest
a_Barbara Hershey,a_Mia Farrow
a_Barbara Hershey,a_Michael Caine
a_Barbara Hershey,a_Michael Douglas
a_Barbara Hershey,a_Rachel Ticotin
a_Barbara Hershey,a_Robert Duvall
a_Barbara Stanwyck,a_Byron Barr
a_Barbara Stanwyck,a_Edward G. Robinson
a_Barbara Stanwyck,a_Fred MacMurray
a_Baris Bagci,a_Erdem Can
a_Baris Bagci,a_Ilker Kizmaz
a_Baris Bagci,a_Mete Horozoglu
a_Barkhad Abdi,a_Barkhad Abdirahman
a_Barkhad Abdi,a_Catherine Keener
a_Barkhad Abdi,a_Tom Hanks
a_Barkhad Abdirahman,a_Catherine Keener
a_Barkhad Abdirahman,a_Tom Hanks
a_Barry Bostwick,a_Eric Baugin
a_Barry Bostwick,a_Jean Topart
a_Barry Bostwick,a_Jennifer Drake
a_Barry Cook,a_Eddie Murphy
a_Barry Cook,a_Ming-Na Wen
a_Barry Fitzgerald,a_John Wayne
a_Barry Fitzgerald,a_Maureen O'Hara
a_Barry Fitzgerald,a_Ward Bond
a_Barry Humphries,a_Eric Bana
a_Barry Humphries,a_Philip Seymour Hoffman
a_Barry Humphries,a_Toni Collette
a_Barry Keoghan,a_Fionn Whitehead
a_Barry Keoghan,a_Mark Rylance
a_Barry Keoghan,a_Tom Hardy
a_Barry Pepper,a_Edward Norton
a_Barry Pepper,a_Philip Seymour Hoffman
a_Barry Pepper,a_Rosario Dawson
a_Basil Rathbone,a_Errol Flynn
a_Basil Rathbone,a_Olivia de Havilland
a_Basil Rathbone,a_William Keighley
a_Beau Billingslea,a_Hiroyuki Okiura
a_Beau Billingslea,a_Tensai Okamura
a_Beau Billingslea,a_Yoshiyuki Takei
a_Bee Vang,a_Christopher Carley
a_Bee Vang,a_Clint Eastwood
a_Belén Rueda,a_Hugo Silva
a_Belén Rueda,a_Javier Bardem
a_Belén Rueda,a_Jose Coronado
a_Belén Rueda,a_Lola Dueñas
a_Belén Rueda,a_Mabel Rivera
a_Ben Affleck,a_Bryan Cranston
a_Ben Affleck,a_John Goodman
a_Ben Affleck,a_Matt Damon
a_Ben Affleck,a_Neil Patrick Harris
a_Ben Affleck,a_Robin Williams
a_Ben Affleck,a_Rosamund Pike
a_Ben Affleck,a_Stellan Skarsgård
a_Ben Affleck,a_Tyler Perry
a_Ben Burtt,a_Elissa Knight
a_Ben Burtt,a_Fred Willard
a_Ben Burtt,a_Jeff Garlin
a_Ben Foster,a_Chris Pine
a_Ben Foster,a_Christian Bale
a_Ben Foster,a_Gil Birmingham
a_Ben Foster,a_Jeff Bridges
a_Ben Foster,a_Logan Lerman
a_Ben Foster,a_Russell Crowe
a_Ben Gazzara,a_James Stewart
a_Ben Gazzara,a_Lee Remick
a_Ben Hardy,a_Gwilym Lee
a_Ben Hardy,a_Lucy Boynton
a_Ben Hardy,a_Rami Malek
a_Ben Johnson,a_Cybill Shepherd
a_Ben Johnson,a_Jeff Bridges
a_Ben Johnson,a_Timothy Bottoms
a_Ben Kingsley,a_Caroline Goodall
a_Ben Kingsley,a_Emily Mortimer
a_Ben Kingsley,a_John Gielgud
a_Ben Kingsley,a_Josh Hartnett
a_Ben Kingsley,a_Leonardo DiCaprio
a_Ben Kingsley,a_Liam Neeson
a_Ben Kingsley,a_Lucy Liu
a_Ben Kingsley,a_Mark Ruffalo
a_Ben Kingsley,a_Morgan Freeman
a_Ben Kingsley,a_Ralph Fiennes
a_Ben Kingsley,a_Rohini Hattangadi
a_Ben Kingsley,a_Roshan Seth
a_Ben Stiller,a_Gene Hackman
a_Ben Stiller,a_Gwyneth Paltrow
a_Ben Whishaw,a_Hugh Bonneville
a_Ben Whishaw,a_Hugh Grant
a_Ben Whishaw,a_Sally Hawkins
a_Benedict Cumberbatch,a_Chris Pine
a_Benedict Cumberbatch,a_Keira Knightley
a_Benedict Cumberbatch,a_Matthew Goode
a_Benedict Cumberbatch,a_Zachary Quinto
a_Benedict Cumberbatch,a_Zoe Saldana
a_Bengt Ekerot,a_Gunnar Björnstrand
a_Bengt Ekerot,a_Max von Sydow
a_Bengt Ekerot,a_Nils Poppe
a_Benicio Del Toro,a_Brad Pitt
a_Benicio Del Toro,a_Danny Huston
a_Benicio Del Toro,a_Dennis Farina
a_Benicio Del Toro,a_Emily Blunt
a_Benicio Del Toro,a_Jason Statham
a_Benicio Del Toro,a_Johnny Depp
a_Benicio Del Toro,a_Jon Bernthal
a_Benicio Del Toro,a_Josh Brolin
a_Benicio Del Toro,a_Michael Lee Gogin
a_Benicio Del Toro,a_Naomi Watts
a_Benicio Del Toro,a_Sean Penn
a_Benicio Del Toro,a_Tobey Maguire
a_Benjamin Bratt,a_Damian Chapa
a_Benjamin Bratt,a_Enrique Castillo
a_Benjamin Bratt,a_Gael García Bernal
a_Benjamin Bratt,a_Jesse Borrego
a_Benno Fürmann,a_Diane Kruger
a_Benno Fürmann,a_Guillaume Canet
a_Benno Fürmann,a_Natalie Dessay
a_Benoît Régent,a_Julie Delpy
a_Benoît Régent,a_Juliette Binoche
a_Benoît Régent,a_Zbigniew Zamachowski
a_Bernard-Pierre Donnadieu,a_Gene Bervoets
a_Bernard-Pierre Donnadieu,a_Gwen Eckhaus
a_Bernard-Pierre Donnadieu,a_Johanna ter Steege
a_Bernhard Wicki,a_Darryl F. Zanuck
a_Bernhard Wicki,a_Gerd Oswald
a_Bertil Guve,a_Börje Ahlstedt
a_Bertil Guve,a_Kristina Adolphson
a_Bertil Guve,a_Pernilla Allwin
a_Bette Davis,a_Celeste Holm
a_Bette Davis,a_George Sanders
a_Bette Davis,a_Joan Crawford
a_Bette Davis,a_Victor Buono
a_Bette Davis,a_Wesley Addy
a_Beverly D'Angelo,a_Edward Furlong
a_Beverly D'Angelo,a_Edward Norton
a_Beverly D'Angelo,a_Jennifer Lien
a_Bibi Andersson,a_Gunnar Björnstrand
a_Bibi Andersson,a_Ingrid Thulin
a_Bibi Andersson,a_Liv Ullmann
a_Bibi Andersson,a_Margaretha Krook
a_Bibi Andersson,a_Victor Sjöström
a_Biff McGuire,a_Jack Kehoe
a_Biff McGuire,a_John Randolph
a_Bill Bernstein,a_Claire Bloom
a_Bill Bernstein,a_Martin Landau
a_Bill Bernstein,a_Woody Allen
a_Bill Hader,a_Lewis Black
a_Bill Hader,a_Ronnie Del Carmen
a_Bill McKinney,a_Brian Dennehy
a_Bill McKinney,a_Chief Dan George
a_Bill McKinney,a_Clint Eastwood
a_Bill McKinney,a_Richard Crenna
a_Bill McKinney,a_Sondra Locke
a_Bill McKinney,a_Sylvester Stallone
a_Bill Murray,a_Bruce Willis
a_Bill Murray,a_Chris Elliott
a_Bill Murray,a_Dan Aykroyd
a_Bill Murray,a_George Clooney
a_Bill Murray,a_Giovanni Ribisi
a_Bill Murray,a_Harold Ramis
a_Bill Murray,a_Jared Gilman
a_Bill Murray,a_Jason Schwartzman
a_Bill Murray,a_Kara Hayward
a_Bill Murray,a_Meryl Streep
a_Bill Murray,a_Olivia Williams
a_Bill Murray,a_Scarlett Johansson
a_Bill Murray,a_Seymour Cassel
a_Bill Murray,a_Sigourney Weaver
a_Bill Murray,a_Stephen Tobolowsky
a_Bill Nighy,a_Daniel Radcliffe
a_Bill Nighy,a_Domhnall Gleeson
a_Bill Nighy,a_Dominic West
a_Bill Nighy,a_Emma Watson
a_Bill Nighy,a_Imelda Staunton
a_Bill Nighy,a_Lydia Wilson
a_Bill Nighy,a_Martin Freeman
a_Bill Nighy,a_Nick Frost
a_Bill Nighy,a_Paddy Considine
a_Bill Nighy,a_Rachel McAdams
a_Bill Nighy,a_Rupert Grint
a_Bill Nighy,a_Simon Pegg
a_Bill Nunn,a_Mélanie Thierry
a_Bill Nunn,a_Pruitt Taylor Vince
a_Bill Nunn,a_Tim Roth
a_Bill Paxton,a_Brendan Gleeson
a_Bill Paxton,a_Emily Blunt
a_Bill Paxton,a_Gary Sinise
a_Bill Paxton,a_Jake Gyllenhaal
a_Bill Paxton,a_Kevin Bacon
a_Bill Paxton,a_Rene Russo
a_Bill Paxton,a_Riz Ahmed
a_Bill Paxton,a_Tom Cruise
a_Bill Paxton,a_Tom Hanks
a_Bill Pullman,a_John Roselius
a_Bill Pullman,a_Louis Eppolito
a_Bill Pullman,a_Mark Ruffalo
a_Bill Pullman,a_Patricia Arquette
a_Bill Pullman,a_Tim Robbins
a_Bill Sage,a_Christian Bale
a_Bill Sage,a_Josh Lucas
a_Bill Sage,a_Justin Theroux
a_Billy Bob Thornton,a_Dwight Yoakam
a_Billy Bob Thornton,a_J.T. Walsh
a_Billy Bob Thornton,a_John Ritter
a_Billy Connolly,a_Ken Watanabe
a_Billy Connolly,a_Tom Cruise
a_Billy Connolly,a_William Atherton
a_Billy Crudup,a_Ewan McGregor
a_Billy Crudup,a_Frances McDormand
a_Billy Crudup,a_Jessica Lange
a_Billy Crudup,a_Kate Hudson
a_Billy Crudup,a_Patrick Fugit
a_Billy Crudup,a_Yuriko Ishida
a_Billy Crudup,a_Yûko Tanaka
a_Billy Crudup,a_Yôji Matsuda
a_Billy Crystal,a_Bruno Kirby
a_Billy Crystal,a_Carrie Fisher
a_Billy Crystal,a_David Silverman
a_Billy Crystal,a_John Goodman
a_Billy Crystal,a_Lee Unkrich
a_Billy Crystal,a_Meg Ryan
a_Billy Dee Williams,a_Carrie Fisher
a_Billy Dee Williams,a_Harrison Ford
a_Billy Dee Williams,a_Mark Hamill
a_Billy Zane,a_Kate Winslet
a_Billy Zane,a_Kathy Bates
a_Billy Zane,a_Leonardo DiCaprio
a_Birgitta Pettersson,a_Birgitta Valberg
a_Birgitta Pettersson,a_Gunnel Lindblom
a_Birgitta Pettersson,a_Max von Sydow
a_Birgitta Valberg,a_Gunnel Lindblom
a_Birgitta Valberg,a_Max von Sydow
a_Birol Ünel,a_Güven Kiraç
a_Birol Ünel,a_Sibel Kekilli
a_Birol Ünel,a_Zarah Jane McKenzie
a_Björk,a_Catherine Deneuve
a_Björk,a_David Morse
a_Björk,a_Peter Stormare
a_Bo Hopkins,a_Brad Davis
a_Bo Hopkins,a_Irene Miracle
a_Bo Hopkins,a_Paolo Bonacelli
a_Bob Balaban,a_Bryan Cranston
a_Bob Balaban,a_Edward Norton
a_Bob Balaban,a_Koyu Rankin
a_Bob Geldof,a_Christine Hargreaves
a_Bob Geldof,a_Eleanor David
a_Bob Geldof,a_James Laurenson
a_Bob Gunton,a_Morgan Freeman
a_Bob Gunton,a_Tim Robbins
a_Bob Gunton,a_William Sadler
a_Bob Hoskins,a_Charles Fleischer
a_Bob Hoskins,a_Christopher Lloyd
a_Bob Hoskins,a_Joanna Cassidy
a_Bob Odenkirk,a_Bruce Dern
a_Bob Odenkirk,a_June Squibb
a_Bob Odenkirk,a_Will Forte
a_Bob Peterson,a_Edward Asner
a_Bob Peterson,a_John Ratzenberger
a_Bob Peterson,a_Jordan Nagai
a_Bobby Cannavale,a_Patricia Clarkson
a_Bobby Cannavale,a_Paul Benjamin
a_Bobby Cannavale,a_Peter Dinklage
a_Bodil Rosing,a_George O'Brien
a_Bodil Rosing,a_Janet Gaynor
a_Bodil Rosing,a_Margaret Livingston
a_Boluwatife Treasure Bankole,a_Kawsar Al Haddad
a_Boluwatife Treasure Bankole,a_Yordanos Shiferaw
a_Boluwatife Treasure Bankole,a_Zain Al Rafeea
a_Boman Irani,a_Sanjay Dutt
a_Boman Irani,a_Vidya Balan
a_Bonnie Bedelia,a_Bruce Willis
a_Bonnie Bedelia,a_Reginald VelJohnson
a_Bonnie Hunt,a_David Morse
a_Bonnie Hunt,a_Michael Clarke Duncan
a_Bonnie Hunt,a_Tom Hanks
a_Bora Todorovic,a_Davor Dujmovic
a_Bora Todorovic,a_Husnija Hasimovic
a_Bora Todorovic,a_Ljubica Adzovic
a_Boris Karloff,a_Colin Clive
a_Boris Karloff,a_Elsa Lanchester
a_Boris Karloff,a_John Boles
a_Boris Karloff,a_Mae Clarke
a_Boris Karloff,a_Valerie Hobson
a_Boyd Holbrook,a_Dafne Keen
a_Boyd Holbrook,a_Hugh Jackman
a_Boyd Holbrook,a_Patrick Stewart
a_Boyd Kirkland,a_Dan Riba
a_Boyd Kirkland,a_Eric Radomski
a_Boyd Kirkland,a_Frank Paur
a_Brad Davis,a_Irene Miracle
a_Brad Davis,a_Paolo Bonacelli
a_Brad Dourif,a_Frances McDormand
a_Brad Dourif,a_Gene Hackman
a_Brad Dourif,a_Willem Dafoe
a_Brad Garrett,a_Jan Pinkava
a_Brad Garrett,a_Lou Romano
a_Brad Garrett,a_Patton Oswalt
a_Brad Pitt,a_Bruce Willis
a_Brad Pitt,a_Cate Blanchett
a_Brad Pitt,a_Chiwetel Ejiofor
a_Brad Pitt,a_Christian Bale
a_Brad Pitt,a_Dennis Farina
a_Brad Pitt,a_Diane Kruger
a_Brad Pitt,a_Edward Norton
a_Brad Pitt,a_Eli Roth
a_Brad Pitt,a_Emile Hirsch
a_Brad Pitt,a_George Clooney
a_Brad Pitt,a_Jason Patric
a_Brad Pitt,a_Jason Statham
a_Brad Pitt,a_Jonah Hill
a_Brad Pitt,a_Joseph Melito
a_Brad Pitt,a_Julia Ormond
a_Brad Pitt,a_Julia Roberts
a_Brad Pitt,a_Kevin Bacon
a_Brad Pitt,a_Kevin Spacey
a_Brad Pitt,a_Leonardo DiCaprio
a_Brad Pitt,a_Madeleine Stowe
a_Brad Pitt,a_Margot Robbie
a_Brad Pitt,a_Matt Damon
a_Brad Pitt,a_Meat Loaf
a_Brad Pitt,a_Michael Fassbender
a_Brad Pitt,a_Michael Kenneth Williams
a_Brad Pitt,a_Morgan Freeman
a_Brad Pitt,a_Mélanie Laurent
a_Brad Pitt,a_Philip Seymour Hoffman
a_Brad Pitt,a_Robert De Niro
a_Brad Pitt,a_Robin Wright
a_Brad Pitt,a_Ryan Gosling
a_Brad Pitt,a_Steve Carell
a_Brad Pitt,a_Tilda Swinton
a_Brad Pitt,a_Zach Grenier
a_Bradley Cooper,a_Chris Pratt
a_Bradley Cooper,a_Ed Helms
a_Bradley Cooper,a_Greg Grunberg
a_Bradley Cooper,a_Jacki Weaver
a_Bradley Cooper,a_Jennifer Lawrence
a_Bradley Cooper,a_Justin Bartha
a_Bradley Cooper,a_Lady Gaga
a_Bradley Cooper,a_Robert De Niro
a_Bradley Cooper,a_Sam Elliott
a_Bradley Cooper,a_Vin Diesel
a_Bradley Cooper,a_Zach Galifianakis
a_Bradley Cooper,a_Zoe Saldana
a_Bradley Whitford,a_Catherine Keener
a_Bradley Whitford,a_Daniel Kaluuya
a_Brady Corbet,a_Chase Ellison
a_Brady Corbet,a_Elisabeth Shue
a_Brady Corbet,a_Joseph Gordon-Levitt
a_Brahim Hadjadj,a_Jean Martin
a_Brahim Hadjadj,a_Samia Kerbash
a_Brahim Hadjadj,a_Yacef Saadi
a_Branka Katic,a_Florijan Ajdini
a_Branka Katic,a_Srdjan 'Zika' Todorovic
a_Branko Djuric,a_Filip Sovagovic
a_Branko Djuric,a_Georges Siatidis
a_Branko Djuric,a_Rene Bitorajac
a_Brenda Blethyn,a_Claire Rushbrook
a_Brenda Blethyn,a_Donald Sutherland
a_Brenda Blethyn,a_James McAvoy
a_Brenda Blethyn,a_Keira Knightley
a_Brenda Blethyn,a_Matthew Macfadyen
a_Brenda Blethyn,a_Phyllis Logan
a_Brenda Blethyn,a_Saoirse Ronan
a_Brenda Blethyn,a_Timothy Spall
a_Brenda Fricker,a_Daniel Day-Lewis
a_Brenda Fricker,a_Kirsten Sheridan
a_Brendan Gleeson,a_Ciarán Hinds
a_Brendan Gleeson,a_Colin Farrell
a_Brendan Gleeson,a_David Rawle
a_Brendan Gleeson,a_Elizabeth Berrington
a_Brendan Gleeson,a_Emily Blunt
a_Brendan Gleeson,a_Evan McGuire
a_Brendan Gleeson,a_Fionnula Flanagan
a_Brendan Gleeson,a_Lisa Hannigan
a_Brendan Gleeson,a_Mick Lally
a_Brendan Gleeson,a_Nora Twomey
a_Brendan Gleeson,a_Tom Cruise
a_Bria Vinaite,a_Brooklynn Prince
a_Bria Vinaite,a_Christopher Rivera
a_Bria Vinaite,a_Willem Dafoe
a_Brian Cox,a_Franka Potente
a_Brian Cox,a_Joan Allen
a_Brian Cox,a_Matt Damon
a_Brian Dennehy,a_Richard Crenna
a_Brian Dennehy,a_Sylvester Stallone
a_Brian Howe,a_Jaden Smith
a_Brian Howe,a_Thandie Newton
a_Brian Howe,a_Will Smith
a_Brian O'Halloran,a_Jeff Anderson
a_Brian O'Halloran,a_Lisa Spoonauer
a_Brian O'Halloran,a_Marilyn Ghigliotti
a_Brian Tyler,a_Dorsey Wright
a_Brian Tyler,a_James Remar
a_Brian Tyler,a_Michael Beck
a_Bridget Moynahan,a_Ethan Hawke
a_Bridget Moynahan,a_Jared Leto
a_Bridget Moynahan,a_Nicolas Cage
a_Brie Larson,a_Charlie Pye Jr.
a_Brie Larson,a_Frantz Turner
a_Brie Larson,a_Jacob Tremblay
a_Brie Larson,a_Jamie Foxx
a_Brie Larson,a_John Gallagher Jr.
a_Brie Larson,a_Kaitlyn Dever
a_Brie Larson,a_Michael B. Jordan
a_Brie Larson,a_Sean Bridgers
a_Brie Larson,a_Wendy Crewson
a_Brigitte Helm,a_Gustav Fröhlich
a_Brigitte Helm,a_Rudolf Klein-Rogge
a_Brigitte Lin,a_Faye Wong
a_Brigitte Lin,a_Takeshi Kaneshiro
a_Brigitte Lin,a_Tony Chiu-Wai Leung
a_Brooke Adams,a_Linda Manz
a_Brooke Adams,a_Richard Gere
a_Brooke Adams,a_Sam Shepard
a_Brooklynn Prince,a_Christopher Rivera
a_Brooklynn Prince,a_Willem Dafoe
a_Bruce Bennett,a_Humphrey Bogart
a_Bruce Bennett,a_Tim Holt
a_Bruce Bennett,a_Walter Huston
a_Bruce Cabot,a_Ernest B. Schoedsack
a_Bruce Cabot,a_Fay Wray
a_Bruce Cabot,a_Robert Armstrong
a_Bruce Campbell,a_Dan Hicks
a_Bruce Campbell,a_Kassie Wesley DePaiva
a_Bruce Campbell,a_Sarah Berry
a_Bruce Davison,a_Julianne Moore
a_Bruce Davison,a_Tim Robbins
a_Bruce Dern,a_June Squibb
a_Bruce Dern,a_Will Forte
a_Bruce Lee,a_Jim Kelly
a_Bruce Lee,a_John Saxon
