first,second
f_Mandariinid,a_Lembit Ulfsak
f_Mandariinid,a_Misha Meskhi
f_Manhattan,a_Diane Keaton
f_Manhattan,a_Mariel Hemingway
f_Manhattan,a_Michael Murphy
f_Manhattan,a_Woody Allen
f_Mar adentro,a_Belén Rueda
f_Mar adentro,a_Javier Bardem
f_Mar adentro,a_Lola Dueñas
f_Mar adentro,a_Mabel Rivera
f_Marriage Story,a_Adam Driver
f_Marriage Story,a_Azhy Robertson
f_Marriage Story,a_Julia Greer
f_Marriage Story,a_Scarlett Johansson
f_Mary Poppins,a_David Tomlinson
f_Mary Poppins,a_Dick Van Dyke
f_Mary Poppins,a_Glynis Johns
f_Mary Poppins,a_Julie Andrews
f_Mary and Max,a_Barry Humphries
f_Mary and Max,a_Eric Bana
f_Mary and Max,a_Philip Seymour Hoffman
f_Mary and Max,a_Toni Collette
f_Match Point,a_Emily Mortimer
f_Match Point,a_Jonathan Rhys Meyers
f_Match Point,a_Matthew Goode
f_Match Point,a_Scarlett Johansson
f_Me and Earl and the Dying Girl,a_Nick Offerman
f_Me and Earl and the Dying Girl,a_Olivia Cooke
f_Me and Earl and the Dying Girl,a_RJ Cyler
f_Me and Earl and the Dying Girl,a_Thomas Mann
f_Memento,a_Carrie-Anne Moss
f_Memento,a_Guy Pearce
f_Memento,a_Joe Pantoliano
f_Memento,a_Mark Boone Junior
f_Metropolis,a_Alfred Abel
f_Metropolis,a_Brigitte Helm
f_Metropolis,a_Gustav Fröhlich
f_Metropolis,a_Rudolf Klein-Rogge
f_Midnight Cowboy,a_Dustin Hoffman
f_Midnight Cowboy,a_John McGiver
f_Midnight Cowboy,a_Jon Voight
f_Midnight Cowboy,a_Sylvia Miles
f_Midnight Express,a_Bo Hopkins
f_Midnight Express,a_Brad Davis
f_Midnight Express,a_Irene Miracle
f_Midnight Express,a_Paolo Bonacelli
f_Midnight in Paris,a_Kathy Bates
f_Midnight in Paris,a_Kurt Fuller
f_Midnight in Paris,a_Owen Wilson
f_Midnight in Paris,a_Rachel McAdams
f_Miller's Crossing,a_Albert Finney
f_Miller's Crossing,a_Ethan Coen
f_Miller's Crossing,a_Gabriel Byrne
f_Miller's Crossing,a_John Turturro
f_Million Dollar Baby,a_Clint Eastwood
f_Million Dollar Baby,a_Hilary Swank
f_Million Dollar Baby,a_Jay Baruchel
f_Million Dollar Baby,a_Morgan Freeman
f_Mimi wo sumaseba,a_Issey Takahashi
f_Mimi wo sumaseba,a_Shigeru Muroi
f_Mimi wo sumaseba,a_Takashi Tachibana
f_Mimi wo sumaseba,a_Yoko Honna
f_Minority Report,a_Colin Farrell
f_Minority Report,a_Max von Sydow
f_Minority Report,a_Samantha Morton
f_Minority Report,a_Tom Cruise
f_Miracle in cell NO.7,a_Aras Bulut Iynemli
f_Miracle in cell NO.7,a_Celile Toyon Uysal
f_Miracle in cell NO.7,a_Deniz Baysal
f_Miracle in cell NO.7,a_Nisa Sofiya Aksongur
f_Miracle on 34th Street,a_Edmund Gwenn
f_Miracle on 34th Street,a_Gene Lockhart
f_Miracle on 34th Street,a_John Payne
f_Miracle on 34th Street,a_Maureen O'Hara
f_Misery,a_Frances Sternhagen
f_Misery,a_James Caan
f_Misery,a_Kathy Bates
f_Misery,a_Richard Farnsworth
f_Mission: Impossible - Fallout,a_Henry Cavill
f_Mission: Impossible - Fallout,a_Simon Pegg
f_Mission: Impossible - Fallout,a_Tom Cruise
f_Mission: Impossible - Fallout,a_Ving Rhames
f_Mississippi Burning,a_Brad Dourif
f_Mississippi Burning,a_Frances McDormand
f_Mississippi Burning,a_Gene Hackman
f_Mississippi Burning,a_Willem Dafoe
f_Moana,a_Auli'i Cravalho
f_Moana,a_Chris Williams
f_Moana,a_Don Hall
f_Moana,a_John Musker
f_Modern Times,a_Charles Chaplin
f_Modern Times,a_Henry Bergman
f_Modern Times,a_Paulette Goddard
f_Modern Times,a_Tiny Sandford
f_Mommy,a_Anne Dorval
f_Mommy,a_Antoine Olivier Pilon
f_Mommy,a_Patrick Huard
f_Mommy,a_Suzanne Clément
f_Moneyball,a_Brad Pitt
f_Moneyball,a_Jonah Hill
f_Moneyball,a_Philip Seymour Hoffman
f_Moneyball,a_Robin Wright
f_Mononoke-hime,a_Billy Crudup
f_Mononoke-hime,a_Yuriko Ishida
f_Mononoke-hime,a_Yûko Tanaka
f_Mononoke-hime,a_Yôji Matsuda
"f_Monsters, Inc.",a_Billy Crystal
"f_Monsters, Inc.",a_David Silverman
"f_Monsters, Inc.",a_John Goodman
"f_Monsters, Inc.",a_Lee Unkrich
f_Monty Python and the Holy Grail,a_Eric Idle
f_Monty Python and the Holy Grail,a_Graham Chapman
f_Monty Python and the Holy Grail,a_John Cleese
f_Monty Python and the Holy Grail,a_Terry Jones
f_Moon,a_Dominique McElligott
f_Moon,a_Kevin Spacey
f_Moon,a_Rosie Shaw
f_Moon,a_Sam Rockwell
f_Moonrise Kingdom,a_Bill Murray
f_Moonrise Kingdom,a_Bruce Willis
f_Moonrise Kingdom,a_Jared Gilman
f_Moonrise Kingdom,a_Kara Hayward
f_Mou gaan dou,a_Alan Mak
f_Mou gaan dou,a_Andy Lau
f_Mou gaan dou,a_Anthony Chau-Sang Wong
f_Mou gaan dou,a_Tony Chiu-Wai Leung
f_Mr. Nobody,a_Diane Kruger
f_Mr. Nobody,a_Jared Leto
f_Mr. Nobody,a_Linh Dan Pham
f_Mr. Nobody,a_Sarah Polley
f_Mr. Smith Goes to Washington,a_Claude Rains
f_Mr. Smith Goes to Washington,a_Edward Arnold
f_Mr. Smith Goes to Washington,a_James Stewart
f_Mr. Smith Goes to Washington,a_Jean Arthur
f_Mulan,a_BD Wong
f_Mulan,a_Barry Cook
f_Mulan,a_Eddie Murphy
f_Mulan,a_Ming-Na Wen
f_Mulholland Dr.,a_Jeanne Bates
f_Mulholland Dr.,a_Justin Theroux
f_Mulholland Dr.,a_Laura Harring
f_Mulholland Dr.,a_Naomi Watts
f_Munna Bhai M.B.B.S.,a_Arshad Warsi
f_Munna Bhai M.B.B.S.,a_Gracy Singh
f_Munna Bhai M.B.B.S.,a_Sanjay Dutt
f_Munna Bhai M.B.B.S.,a_Sunil Dutt
f_Mustang,a_Doga Zeynep Doguslu
f_Mustang,a_Elit Iscan
f_Mustang,a_Günes Sensoy
f_Mustang,a_Tugba Sunguroglu
f_My Cousin Vinny,a_Joe Pesci
f_My Cousin Vinny,a_Marisa Tomei
f_My Cousin Vinny,a_Mitchell Whitfield
f_My Cousin Vinny,a_Ralph Macchio
f_My Fair Lady,a_Audrey Hepburn
f_My Fair Lady,a_Rex Harrison
f_My Fair Lady,a_Stanley Holloway
f_My Fair Lady,a_Wilfrid Hyde-White
f_My Left Foot: The Story of Christy Brown,a_Alison Whelan
f_My Left Foot: The Story of Christy Brown,a_Brenda Fricker
f_My Left Foot: The Story of Christy Brown,a_Daniel Day-Lewis
f_My Left Foot: The Story of Christy Brown,a_Kirsten Sheridan
f_My Name Is Khan,a_Kajol
f_My Name Is Khan,a_Katie A. Keane
f_My Name Is Khan,a_Shah Rukh Khan
f_My Name Is Khan,a_Sheetal Menon
f_Mysterious Skin,a_Brady Corbet
f_Mysterious Skin,a_Chase Ellison
f_Mysterious Skin,a_Elisabeth Shue
f_Mysterious Skin,a_Joseph Gordon-Levitt
f_Mystic River,a_Emmy Rossum
f_Mystic River,a_Kevin Bacon
f_Mystic River,a_Sean Penn
f_Mystic River,a_Tim Robbins
f_Män som hatar kvinnor,a_Ewa Fröling
f_Män som hatar kvinnor,a_Lena Endre
f_Män som hatar kvinnor,a_Michael Nyqvist
f_Män som hatar kvinnor,a_Noomi Rapace
f_Naked,a_David Thewlis
f_Naked,a_Greg Cruttwell
f_Naked,a_Katrin Cartlidge
f_Naked,a_Lesley Sharp
f_Nebraska,a_Bob Odenkirk
f_Nebraska,a_Bruce Dern
f_Nebraska,a_June Squibb
f_Nebraska,a_Will Forte
f_Nefes: Vatan Sagolsun,a_Baris Bagci
f_Nefes: Vatan Sagolsun,a_Erdem Can
f_Nefes: Vatan Sagolsun,a_Ilker Kizmaz
f_Nefes: Vatan Sagolsun,a_Mete Horozoglu
f_Nelyubov,a_Aleksey Rozin
f_Nelyubov,a_Marina Vasileva
f_Nelyubov,a_Maryana Spivak
f_Nelyubov,a_Matvey Novikov
f_Network,a_Faye Dunaway
f_Network,a_Peter Finch
f_Network,a_Robert Duvall
f_Network,a_William Holden
f_Night of the Living Dead,a_Duane Jones
f_Night of the Living Dead,a_Judith O'Dea
f_Night of the Living Dead,a_Karl Hardman
f_Night of the Living Dead,a_Marilyn Eastman
f_Night on Earth,a_Alan Randolph Scott
f_Night on Earth,a_Gena Rowlands
f_Night on Earth,a_Lisanne Falk
f_Night on Earth,a_Winona Ryder
f_Nightcrawler,a_Bill Paxton
f_Nightcrawler,a_Jake Gyllenhaal
f_Nightcrawler,a_Rene Russo
f_Nightcrawler,a_Riz Ahmed
f_No Country for Old Men,a_Javier Bardem
f_No Country for Old Men,a_Joel Coen
f_No Country for Old Men,a_Josh Brolin
f_No Country for Old Men,a_Tommy Lee Jones
f_No Man's Land,a_Branko Djuric
f_No Man's Land,a_Filip Sovagovic
f_No Man's Land,a_Georges Siatidis
f_No Man's Land,a_Rene Bitorajac
f_North by Northwest,a_Cary Grant
f_North by Northwest,a_Eva Marie Saint
f_North by Northwest,a_James Mason
f_North by Northwest,a_Jessie Royce Landis
f_Nosferatu,a_Alexander Granach
f_Nosferatu,a_Greta Schröder
f_Nosferatu,a_Gustav von Wangenheim
f_Nosferatu,a_Max Schreck
f_Notorious,a_Cary Grant
f_Notorious,a_Claude Rains
f_Notorious,a_Ingrid Bergman
f_Notorious,a_Louis Calhern
f_Nueve reinas,a_Gastón Pauls
f_Nueve reinas,a_Graciela Tenenbaum
f_Nueve reinas,a_María Mercedes Villagra
f_Nueve reinas,a_Ricardo Darín
f_Nuovo Cinema Paradiso,a_Antonella Attili
f_Nuovo Cinema Paradiso,a_Enzo Cannavale
f_Nuovo Cinema Paradiso,a_Isa Danieli
f_Nuovo Cinema Paradiso,a_Philippe Noiret
"f_O Brother, Where Art Thou?",a_Ethan Coen
"f_O Brother, Where Art Thou?",a_George Clooney
"f_O Brother, Where Art Thou?",a_John Turturro
"f_O Brother, Where Art Thou?",a_Tim Blake Nelson
f_OMG: Oh My God!,a_Akshay Kumar
f_OMG: Oh My God!,a_Mahesh Manjrekar
f_OMG: Oh My God!,a_Mithun Chakraborty
f_OMG: Oh My God!,a_Paresh Rawal
f_Ocean's Eleven,a_Brad Pitt
f_Ocean's Eleven,a_George Clooney
f_Ocean's Eleven,a_Julia Roberts
f_Ocean's Eleven,a_Matt Damon
f_October Sky,a_Chris Cooper
f_October Sky,a_Chris Owen
f_October Sky,a_Jake Gyllenhaal
f_October Sky,a_Laura Dern
f_Office Space,a_Ajay Naidu
f_Office Space,a_David Herman
f_Office Space,a_Jennifer Aniston
f_Office Space,a_Ron Livingston
f_Okuribito,a_Kazuko Yoshiyuki
f_Okuribito,a_Masahiro Motoki
f_Okuribito,a_Ryôko Hirosue
f_Okuribito,a_Tsutomu Yamazaki
f_Oldeuboi,a_Choi Min-sik
f_Oldeuboi,a_Kang Hye-jeong
f_Oldeuboi,a_Kim Byeong-Ok
f_Oldeuboi,a_Yoo Ji-Tae
f_Omohide poro poro,a_Mayumi Izuka
f_Omohide poro poro,a_Miki Imai
f_Omohide poro poro,a_Toshirô Yanagiba
f_Omohide poro poro,a_Yoko Honna
f_Omoide no Mânî,a_Hiromasa Yonebayashi
f_Omoide no Mânî,a_Kasumi Arimura
f_Omoide no Mânî,a_Nanako Matsushima
f_Omoide no Mânî,a_Sara Takatsuki
f_On Golden Pond,a_Doug McKeon
f_On Golden Pond,a_Henry Fonda
f_On Golden Pond,a_Jane Fonda
f_On Golden Pond,a_Katharine Hepburn
f_On the Waterfront,a_Karl Malden
f_On the Waterfront,a_Lee J. Cobb
f_On the Waterfront,a_Marlon Brando
f_On the Waterfront,a_Rod Steiger
f_Once,a_Gerard Hendrick
f_Once,a_Glen Hansard
f_Once,a_Hugh Walsh
f_Once,a_Markéta Irglová
f_Once Upon a Time in America,a_Elizabeth McGovern
f_Once Upon a Time in America,a_James Woods
f_Once Upon a Time in America,a_Robert De Niro
f_Once Upon a Time in America,a_Treat Williams
f_Once Upon a Time in the West,a_Charles Bronson
f_Once Upon a Time in the West,a_Claudia Cardinale
f_Once Upon a Time in the West,a_Henry Fonda
f_Once Upon a Time in the West,a_Jason Robards
f_Once Upon a Time... in Hollywood,a_Brad Pitt
f_Once Upon a Time... in Hollywood,a_Emile Hirsch
f_Once Upon a Time... in Hollywood,a_Leonardo DiCaprio
f_Once Upon a Time... in Hollywood,a_Margot Robbie
f_Once Were Warriors,a_Julian Arahanga
f_Once Were Warriors,a_Mamaengaroa Kerr-Bell
f_Once Were Warriors,a_Rena Owen
f_Once Were Warriors,a_Temuera Morrison
f_Ondskan,a_Andreas Wilson
f_Ondskan,a_Gustaf Skarsgård
f_Ondskan,a_Henrik Lundström
f_Ondskan,a_Linda Zilliacus
f_One Flew Over the Cuckoo's Nest,a_Jack Nicholson
f_One Flew Over the Cuckoo's Nest,a_Louise Fletcher
f_One Flew Over the Cuckoo's Nest,a_Michael Berryman
f_One Flew Over the Cuckoo's Nest,a_Peter Brocco
f_Only the Brave,a_Jeff Bridges
f_Only the Brave,a_Jennifer Connelly
f_Only the Brave,a_Josh Brolin
f_Only the Brave,a_Miles Teller
f_Ordinary People,a_Donald Sutherland
f_Ordinary People,a_Judd Hirsch
f_Ordinary People,a_Mary Tyler Moore
f_Ordinary People,a_Timothy Hutton
f_Out of the Past,a_Jane Greer
f_Out of the Past,a_Kirk Douglas
f_Out of the Past,a_Rhonda Fleming
f_Out of the Past,a_Robert Mitchum
f_PK,a_Aamir Khan
f_PK,a_Anushka Sharma
f_PK,a_Boman Irani
f_PK,a_Sanjay Dutt
f_Paan Singh Tomar,a_Hemendra Dandotiya
f_Paan Singh Tomar,a_Irrfan Khan
f_Paan Singh Tomar,a_Mahie Gill
f_Paan Singh Tomar,a_Rajesh Abhay
f_Paddington 2,a_Ben Whishaw
f_Paddington 2,a_Hugh Bonneville
f_Paddington 2,a_Hugh Grant
f_Paddington 2,a_Sally Hawkins
f_Pan's Labyrinth,a_Ariadna Gil
f_Pan's Labyrinth,a_Ivana Baquero
f_Pan's Labyrinth,a_Maribel Verdú
f_Pan's Labyrinth,a_Sergi López
f_Paper Moon,a_John Hillerman
f_Paper Moon,a_Madeline Kahn
f_Paper Moon,a_Ryan O'Neal
f_Paper Moon,a_Tatum O'Neal
f_Papillon,a_Don Gordon
f_Papillon,a_Dustin Hoffman
f_Papillon,a_Steve McQueen
f_Papillon,a_Victor Jory
f_Papurika,a_Katsunosuke Hori
f_Papurika,a_Megumi Hayashibara
f_Papurika,a_Tôru Emori
f_Papurika,a_Tôru Furuya
"f_Paris, Texas",a_Aurore Clément
"f_Paris, Texas",a_Dean Stockwell
"f_Paris, Texas",a_Harry Dean Stanton
"f_Paris, Texas",a_Nastassja Kinski
f_Paths of Glory,a_Adolphe Menjou
f_Paths of Glory,a_George Macready
f_Paths of Glory,a_Kirk Douglas
f_Paths of Glory,a_Ralph Meeker
f_Patton,a_George C. Scott
f_Patton,a_Karl Malden
f_Patton,a_Michael Strong
f_Patton,a_Stephen Young
f_Peeping Tom,a_Anna Massey
f_Peeping Tom,a_Karlheinz Böhm
f_Peeping Tom,a_Maxine Audley
f_Peeping Tom,a_Moira Shearer
f_Per qualche dollaro in più,a_Clint Eastwood
f_Per qualche dollaro in più,a_Gian Maria Volontè
f_Per qualche dollaro in più,a_Lee Van Cleef
f_Per qualche dollaro in più,a_Mara Krupp
f_Per un pugno di dollari,a_Clint Eastwood
f_Per un pugno di dollari,a_Gian Maria Volontè
f_Per un pugno di dollari,a_Marianne Koch
f_Per un pugno di dollari,a_Wolfgang Lukschy
f_Perfetti sconosciuti,a_Anna Foglietta
f_Perfetti sconosciuti,a_Edoardo Leo
f_Perfetti sconosciuti,a_Giuseppe Battiston
f_Perfetti sconosciuti,a_Marco Giallini
f_Persepolis,a_Catherine Deneuve
f_Persepolis,a_Chiara Mastroianni
f_Persepolis,a_Gena Rowlands
f_Persepolis,a_Marjane Satrapi
f_Persona,a_Bibi Andersson
f_Persona,a_Gunnar Björnstrand
f_Persona,a_Liv Ullmann
f_Persona,a_Margaretha Krook
f_Philadelphia,a_Buzz Kilman
f_Philadelphia,a_Denzel Washington
f_Philadelphia,a_Roberta Maxwell
f_Philadelphia,a_Tom Hanks
f_Philomena,a_Judi Dench
f_Philomena,a_Mare Winningham
f_Philomena,a_Sophie Kennedy Clark
f_Philomena,a_Steve Coogan
f_Pink,a_Amitabh Bachchan
f_Pink,a_Andrea Tariang
f_Pink,a_Kirti Kulhari
f_Pink,a_Taapsee Pannu
f_Pink Floyd: The Wall,a_Bob Geldof
f_Pink Floyd: The Wall,a_Christine Hargreaves
f_Pink Floyd: The Wall,a_Eleanor David
f_Pink Floyd: The Wall,a_James Laurenson
f_Pirates of the Caribbean: The Curse of the Black Pearl,a_Geoffrey Rush
f_Pirates of the Caribbean: The Curse of the Black Pearl,a_Johnny Depp
f_Pirates of the Caribbean: The Curse of the Black Pearl,a_Keira Knightley
f_Pirates of the Caribbean: The Curse of the Black Pearl,a_Orlando Bloom
"f_Planes, Trains & Automobiles",a_John Candy
"f_Planes, Trains & Automobiles",a_Laila Robins
"f_Planes, Trains & Automobiles",a_Michael McKean
"f_Planes, Trains & Automobiles",a_Steve Martin
f_Planet of the Apes,a_Charlton Heston
f_Planet of the Apes,a_Kim Hunter
f_Planet of the Apes,a_Maurice Evans
f_Planet of the Apes,a_Roddy McDowall
f_Platoon,a_Charlie Sheen
f_Platoon,a_Keith David
f_Platoon,a_Tom Berenger
f_Platoon,a_Willem Dafoe
f_Portrait de la jeune fille en feu,a_Adèle Haenel
f_Portrait de la jeune fille en feu,a_Luàna Bajrami
f_Portrait de la jeune fille en feu,a_Noémie Merlant
f_Portrait de la jeune fille en feu,a_Valeria Golino
f_Predator,a_Arnold Schwarzenegger
f_Predator,a_Carl Weathers
f_Predator,a_Elpidia Carrillo
f_Predator,a_Kevin Peter Hall
f_Pride,a_Bill Nighy
f_Pride,a_Dominic West
f_Pride,a_Imelda Staunton
f_Pride,a_Paddy Considine
f_Pride & Prejudice,a_Brenda Blethyn
f_Pride & Prejudice,a_Donald Sutherland
f_Pride & Prejudice,a_Keira Knightley
f_Pride & Prejudice,a_Matthew Macfadyen
f_Primal Fear,a_Edward Norton
f_Primal Fear,a_John Mahoney
f_Primal Fear,a_Laura Linney
f_Primal Fear,a_Richard Gere
f_Prisoners,a_Hugh Jackman
f_Prisoners,a_Jake Gyllenhaal
f_Prisoners,a_Melissa Leo
f_Prisoners,a_Viola Davis
f_Psycho,a_Anthony Perkins
f_Psycho,a_Janet Leigh
f_Psycho,a_John Gavin
f_Psycho,a_Vera Miles
f_Pulp Fiction,a_Bruce Willis
f_Pulp Fiction,a_John Travolta
f_Pulp Fiction,a_Samuel L. Jackson
f_Pulp Fiction,a_Uma Thurman
f_Pâfekuto burû,a_Junko Iwao
f_Pâfekuto burû,a_Masaaki Ôkura
f_Pâfekuto burû,a_Rica Matsumoto
f_Pâfekuto burû,a_Shinpachi Tsuji
f_Queen,a_Jeffrey Ho
f_Queen,a_Kangana Ranaut
f_Queen,a_Lisa Haydon
f_Queen,a_Rajkummar Rao
f_Raazi,a_Alia Bhatt
f_Raazi,a_Rajit Kapoor
f_Raazi,a_Shishir Sharma
f_Raazi,a_Vicky Kaushal
f_Raging Bull,a_Cathy Moriarty
f_Raging Bull,a_Frank Vincent
f_Raging Bull,a_Joe Pesci
f_Raging Bull,a_Robert De Niro
f_Raiders of the Lost Ark,a_Harrison Ford
f_Raiders of the Lost Ark,a_John Rhys-Davies
f_Raiders of the Lost Ark,a_Karen Allen
f_Raiders of the Lost Ark,a_Paul Freeman
f_Rain Man,a_Dustin Hoffman
f_Rain Man,a_Gerald R. Molen
f_Rain Man,a_Tom Cruise
f_Rain Man,a_Valeria Golino
f_Ran,a_Akira Terao
f_Ran,a_Daisuke Ryû
f_Ran,a_Jinpachi Nezu
f_Ran,a_Tatsuya Nakadai
f_Rang De Basanti,a_Aamir Khan
f_Rang De Basanti,a_Sharman Joshi
f_Rang De Basanti,a_Siddharth
f_Rang De Basanti,a_Soha Ali Khan
f_Rashômon,a_Machiko Kyô
f_Rashômon,a_Masayuki Mori
f_Rashômon,a_Takashi Shimura
f_Rashômon,a_Toshirô Mifune
f_Ratatouille,a_Brad Garrett
f_Ratatouille,a_Jan Pinkava
f_Ratatouille,a_Lou Romano
f_Ratatouille,a_Patton Oswalt
f_Ray,a_Clifton Powell
f_Ray,a_Jamie Foxx
f_Ray,a_Kerry Washington
f_Ray,a_Regina King
f_Rear Window,a_Grace Kelly
f_Rear Window,a_James Stewart
f_Rear Window,a_Thelma Ritter
f_Rear Window,a_Wendell Corey
f_Rebecca,a_George Sanders
f_Rebecca,a_Joan Fontaine
f_Rebecca,a_Judith Anderson
f_Rebecca,a_Laurence Olivier
f_Rebel Without a Cause,a_James Dean
f_Rebel Without a Cause,a_Jim Backus
f_Rebel Without a Cause,a_Natalie Wood
f_Rebel Without a Cause,a_Sal Mineo
f_Red River,a_Arthur Rosson
f_Red River,a_Joanne Dru
f_Red River,a_John Wayne
f_Red River,a_Montgomery Clift
f_Relatos salvajes,a_Darío Grandinetti
f_Relatos salvajes,a_Diego Starosta
f_Relatos salvajes,a_María Marull
f_Relatos salvajes,a_Mónica Villa
f_Remember the Titans,a_Denzel Washington
f_Remember the Titans,a_Ryan Hurst
f_Remember the Titans,a_Will Patton
f_Remember the Titans,a_Wood Harris
f_Repulsion,a_Catherine Deneuve
f_Repulsion,a_Ian Hendry
f_Repulsion,a_John Fraser
f_Repulsion,a_Yvonne Furneaux
f_Requiem for a Dream,a_Ellen Burstyn
f_Requiem for a Dream,a_Jared Leto
f_Requiem for a Dream,a_Jennifer Connelly
f_Requiem for a Dream,a_Marlon Wayans
f_Reservoir Dogs,a_Chris Penn
f_Reservoir Dogs,a_Harvey Keitel
f_Reservoir Dogs,a_Michael Madsen
f_Reservoir Dogs,a_Tim Roth
f_Rio Bravo,a_Angie Dickinson
f_Rio Bravo,a_Dean Martin
f_Rio Bravo,a_John Wayne
f_Rio Bravo,a_Ricky Nelson
f_Road to Perdition,a_Liam Aiken
f_Road to Perdition,a_Rob Maxey
f_Road to Perdition,a_Tom Hanks
f_Road to Perdition,a_Tyler Hoechlin
f_Rockstar,a_Kumud Mishra
f_Rockstar,a_Nargis Fakhri
f_Rockstar,a_Ranbir Kapoor
f_Rockstar,a_Shammi Kapoor
f_Rocky,a_Burt Young
f_Rocky,a_Carl Weathers
f_Rocky,a_Sylvester Stallone
f_Rocky,a_Talia Shire
f_Rogue One,a_Alan Tudyk
f_Rogue One,a_Diego Luna
f_Rogue One,a_Donnie Yen
f_Rogue One,a_Felicity Jones
f_Roma,a_Carlos Peralta
f_Roma,a_Diego Cortina Autrey
f_Roma,a_Marina de Tavira
f_Roma,a_Yalitza Aparicio
f_Roman Holiday,a_Audrey Hepburn
f_Roman Holiday,a_Eddie Albert
f_Roman Holiday,a_Gregory Peck
f_Roman Holiday,a_Hartley Power
f_Room,a_Brie Larson
f_Room,a_Jacob Tremblay
f_Room,a_Sean Bridgers
f_Room,a_Wendy Crewson
f_Rope,a_Dick Hogan
f_Rope,a_Farley Granger
f_Rope,a_James Stewart
f_Rope,a_John Dall
f_Rosemary's Baby,a_John Cassavetes
f_Rosemary's Baby,a_Mia Farrow
f_Rosemary's Baby,a_Ruth Gordon
f_Rosemary's Baby,a_Sidney Blackmer
f_Rupan sansei: Kariosutoro no shiro,a_Eiko Masuyama
f_Rupan sansei: Kariosutoro no shiro,a_Kiyoshi Kobayashi
f_Rupan sansei: Kariosutoro no shiro,a_Makio Inoue
f_Rupan sansei: Kariosutoro no shiro,a_Yasuo Yamada
f_Rush,a_Alexandra Maria Lara
f_Rush,a_Chris Hemsworth
f_Rush,a_Daniel Brühl
f_Rush,a_Olivia Wilde
f_Rushmore,a_Bill Murray
f_Rushmore,a_Jason Schwartzman
f_Rushmore,a_Olivia Williams
f_Rushmore,a_Seymour Cassel
f_Sabrina,a_Audrey Hepburn
f_Sabrina,a_Humphrey Bogart
f_Sabrina,a_Walter Hampden
f_Sabrina,a_William Holden
f_Salinui chueok,a_Jae-ho Song
f_Salinui chueok,a_Kang-ho Song
f_Salinui chueok,a_Kim Sang-kyung
f_Salinui chueok,a_Roe-ha Kim
f_Sanjuro,a_Keiju Kobayashi
f_Sanjuro,a_Tatsuya Nakadai
f_Sanjuro,a_Toshirô Mifune
f_Sanjuro,a_Yûnosuke Itô
f_Saving Private Ryan,a_Edward Burns
f_Saving Private Ryan,a_Matt Damon
f_Saving Private Ryan,a_Tom Hanks
f_Saving Private Ryan,a_Tom Sizemore
f_Saw,a_Cary Elwes
f_Saw,a_Danny Glover
f_Saw,a_Ken Leung
f_Saw,a_Leigh Whannell
f_Scarface,a_Al Pacino
f_Scarface,a_Mary Elizabeth Mastrantonio
f_Scarface,a_Michelle Pfeiffer
f_Scarface,a_Steven Bauer
f_Scarface: The Shame of the Nation,a_Ann Dvorak
f_Scarface: The Shame of the Nation,a_Karen Morley
f_Scarface: The Shame of the Nation,a_Paul Muni
f_Scarface: The Shame of the Nation,a_Richard Rosson
f_Scent of a Woman,a_Al Pacino
f_Scent of a Woman,a_Chris O'Donnell
f_Scent of a Woman,a_Gabrielle Anwar
f_Scent of a Woman,a_James Rebhorn
f_Schindler's List,a_Ben Kingsley
f_Schindler's List,a_Caroline Goodall
f_Schindler's List,a_Liam Neeson
f_Schindler's List,a_Ralph Fiennes
f_Se7en,a_Andrew Kevin Walker
f_Se7en,a_Brad Pitt
f_Se7en,a_Kevin Spacey
f_Se7en,a_Morgan Freeman
f_Searching,a_Debra Messing
f_Searching,a_John Cho
f_Searching,a_Joseph Lee
f_Searching,a_Michelle La
f_Secrets & Lies,a_Brenda Blethyn
f_Secrets & Lies,a_Claire Rushbrook
f_Secrets & Lies,a_Phyllis Logan
f_Secrets & Lies,a_Timothy Spall
f_Sen to Chihiro no kamikakushi,a_Daveigh Chase
f_Sen to Chihiro no kamikakushi,a_Miyu Irino
f_Sen to Chihiro no kamikakushi,a_Rumi Hiiragi
f_Sen to Chihiro no kamikakushi,a_Suzanne Pleshette
f_Sense and Sensibility,a_Emma Thompson
f_Sense and Sensibility,a_James Fleet
f_Sense and Sensibility,a_Kate Winslet
f_Sense and Sensibility,a_Tom Wilkinson
f_Seppuku,a_Akira Ishihama
f_Seppuku,a_Shima Iwashita
f_Seppuku,a_Tatsuya Nakadai
f_Seppuku,a_Tetsurô Tanba
f_Serbuan maut,a_Ananda George
f_Serbuan maut,a_Donny Alamsyah
f_Serbuan maut,a_Iko Uwais
f_Serbuan maut,a_Ray Sahetapy
f_Serbuan maut 2: Berandal,a_Arifin Putra
f_Serbuan maut 2: Berandal,a_Iko Uwais
f_Serbuan maut 2: Berandal,a_Oka Antara
f_Serbuan maut 2: Berandal,a_Yayan Ruhian
f_Serenity,a_Alan Tudyk
f_Serenity,a_Chiwetel Ejiofor
f_Serenity,a_Gina Torres
f_Serenity,a_Nathan Fillion
f_Serpico,a_Al Pacino
f_Serpico,a_Biff McGuire
f_Serpico,a_Jack Kehoe
f_Serpico,a_John Randolph
f_Seven Pounds,a_Michael Ealy
f_Seven Pounds,a_Rosario Dawson
f_Seven Pounds,a_Will Smith
f_Seven Pounds,a_Woody Harrelson
f_Shadow of a Doubt,a_Henry Travers
f_Shadow of a Doubt,a_Joseph Cotten
